group,sentence,source
期末考试,期末考试终于结束了。走出考场的那一刻，我深深吸了一口新鲜的空气——啊，终于可以放松一下了！,
期末考试,"看着成绩单上那个鲜红的""100""，我激动得差点从椅子上跳起来。这些天的努力，终于没有白费！",
同学友谊,"我和同桌是""铁哥们""，我们一起上学，一起写作业，一起玩游戏。有了开心的事，我们互相分享；有了烦恼，我们互相倾诉。",
同学友谊,那次我不小心摔倒了，膝盖磕破了皮。是同桌二话不说，蹲下来背起我就往医务室跑。,
同学友谊,马上就要毕业了，我舍不得亲爱的老师，舍不得朝夕相处的同学们。我们有缘再相会！,
同学友谊,六年的光阴，好像一段段美好的旋律，永远回荡在我心中。那些一起笑过、哭过、闹过的日子，将成为我最珍贵的回忆。,
同学友谊,"毕业那天，我们互相在校服上签名，写着""勿忘我""""友谊长存""……笑着笑着，眼泪就不争气地流了下来。",
校园四季,春天的校园，花团锦簇，杨柳依依，到处充满了生机。,
校园四季,夏天的校园，绿树成荫，知了声声，午后的阳光透过树叶的缝隙，洒下斑驳的光影。,
校园四季,秋天的校园，银杏叶变得金黄，一阵风吹来，落叶纷纷扬扬，给大地铺上了一层金色的地毯。,
校园四季,冬天的校园，银装素裹，分外妖娆。我们在雪地里堆雪人、打雪仗，欢声笑语传遍了整个校园。,
校园环境,走进校门，映入眼帘的是那棵高大的梧桐树。它像一位慈祥的老人，默默地守护着我们的校园。,
校园环境,教学楼的墙壁上爬满了爬山虎，一到夏天就绿油油的，像一面天然的绿色的墙。,
校园食堂,午餐时间到了，食堂里飘来阵阵饭菜的香味。同学们排着整齐的队伍，等待着打饭。,
校园生活感悟,母校，是你让我从一个无知的孩子成长为懂事的少年；母校，是你让我在知识海洋中尽情遨游。,
校园生活感悟,六年光阴，匆匆而过。如梦的年纪，弥漫着串串欢声笑语。我们即将各奔东西，但这份美好的记忆，将永远珍藏在心底。,
校园生活感悟,刚入学时，我还是个懵懂无知的小不点；转眼间，我已经长成了一个懂知识、明事理的少年。感谢母校，感谢老师！,
校园生活感悟,那一天，我站在毕业典礼的舞台上，望着台下熟悉的一切，心里涌起万般不舍。但我告诉自己：分别是为了更好的相遇。,
