group,sentence,source
选择,选择是一道门，推开它，你就走进了新的世界；选择是一把钥匙，转动它，你就开启了新的旅程。,
小事,一件小事是一滴水，可以折射出太阳的光辉；一件小事是一粒沙，可以堆积成巍峨的高山。,
微笑,微笑是盛开在脸上的一朵花，随时散发着迷人的芬芳；微笑是一首传统的歌谣，每一个音符都流露出友善。,
微笑,微笑是一缕春风，能吹散郁积在心头的阴霾；微笑是一抹阳光，能温暖受伤苦闷的心。,
宽容,宽容是一种美德，它能让我们的胸怀像大海一样广阔；宽容是一种智慧，它能让我们的心境像天空一样澄明。,
远方,没有比脚更长的路，没有比人更高的山。,
远方,心有多大，舞台就有多大；梦有多远，路就能走多远。,
手与梦想,我们用勤劳的手，播种春天的希望；我们用智慧的手，描绘明天的蓝图。,
我爱四季,我爱春天，爱它的烂漫可爱；我爱夏天，爱它的热情奔放；我爱秋天，爱它的丰收喜悦；我爱冬天，爱它的纯洁宁静。,
我爱学习,我喜欢在语文的海洋中遨游，感受文字的魅力；我喜欢在数学的世界里探索，发现逻辑的奥秘；我喜欢在英语的天空中飞翔，领略文化的多彩。,
榜样,雷锋是一盏灯，照亮了别人的路；雷锋是一团火，温暖了别人的心；雷锋是一面旗，引领了时代的风尚。,
勇敢尝试,不尝试，永远不会知道天空有多高；不努力，永远不会知道梦想有多远；不出发，永远不会知道世界有多大。,
拼搏让青春更美,拼搏让青春更美丽，因为每一次努力都在书写无悔的篇章；拼搏让青春更精彩，因为每一次挑战都在雕刻生命的印记。,
感谢挫折,感谢挫折，它让我们学会坚强；感谢失败，它让我们懂得珍惜；感谢困难，它让我们更加勇敢。,
时间,时间是一把雕刻刀，在每个人身上刻下不同的痕迹；时间是一位画家，为每个人的生命涂抹不同的色彩；时间是一位诗人，为每个人的故事写下不同的诗篇。,
宽容,宽容像海洋，能容纳百川；宽容像天空，能包容万物；宽容像大地，能承载一切。,
祖国山川,我爱长城的雄伟，它像一条巨龙蜿蜒在群山之间；我爱长江的壮阔，它像一条玉带镶嵌在神州大地；我爱黄河的汹涌，它像一条金龙奔腾在华夏平原。,
美的定义,没有落日般的瑰丽，但可以有水晶般的清纯与透明；没有大山般的巍峨，但可以有岩石般的坚毅与稳重；没有大海般的浩瀚，但可以有溪流般的清澈与执着。,
平凡之美,平凡不是平庸，平凡是一颗星，也能在夜空闪耀；平凡是一滴水，也能折射太阳的光辉；平凡是一粒沙，也能筑成巍峨的大厦。,
信念,信念是黑暗中的灯塔，给我们方向；信念是寒冷中的火把，给我们温暖；信念是绝望中的希望，给我们力量。,
实践出真知,想知道梨子的滋味，就要亲口尝一尝；想知道水的深浅，就要亲自蹚一蹚；想知道山的高低，就要亲自爬一爬。,
家风,好家风是一本书，教会我们做人的道理；好家风是一盏灯，照亮我们前行的道路；好家风是一首诗，陶冶我们美好的情操。,
助人,帮助别人，像在黑暗中点亮一盏灯，照亮了别人，也照亮了自己；帮助别人，像在寒冬里送出一把火，温暖了别人，也温暖了自己。,
劳动之美,劳动是金，能创造美好的生活；劳动是火，能点燃心中的希望；劳动是歌，能唱出幸福的旋律。,
勇敢的心,勇敢是翅膀，能带你飞越高山；勇敢是船帆，能带你渡过大海；勇敢是火把，能带你走出黑暗。,
我爱我家,家是温暖的港湾，停泊着我们疲倦的船；家是高大的灯塔，照亮着我们回家的路；家是宽阔的怀抱，拥抱我们所有的欢喜和忧伤。,
珍惜,珍惜今天，它是最真实的礼物；珍惜明天，它是最美好的期待；珍惜昨天，它是最珍贵的回忆。,
感谢,感谢阳光，它给我们温暖；感谢雨露，它滋润我们成长；感谢大地，它承载我们前行；感谢父母，他们给了我们生命。,
星星月亮,星星是天空的眼睛，月亮是大地的灯，黑夜因为有了它们而不再孤单。,
树木花草,树是山的头发，花是春天的笑容，草是大地的衣裳。,
四季的歌,春天唱的是绿色的歌，夏天唱的是金色的歌，秋天唱的是红色的歌，冬天唱的是白色的歌。,
祖国山河,黄河的水，是母亲甘甜的乳汁；长江的浪，是父亲有力的臂膀；长城的砖，是先人不屈的脊梁。,
付出与收获,不经历严冬的寒冷，就不知道春天的温暖；不经历黑夜的漫长，就不知道光明的珍贵；不经历风雨的洗礼，就不知道彩虹的绚丽。,
坚持的力量,坚持让平凡变得伟大，坚持让梦想照进现实，坚持让不可能变成可能。,
感恩的心,感恩像春天的雨露，滋润着干涸的心田；感恩像夏天的凉风，吹走烦躁和不安；感恩像秋天的果实，带来收获和喜悦；感恩像冬天的阳光，温暖寒冷的日子。,
我爱这世界,我爱春天的花香，我爱夏天的蝉鸣，我爱秋天的落叶，我爱冬天的白雪——我爱这世间的每一个模样。,
青春是什么,青春是什么？青春是初升的朝阳，充满无限希望；青春是含苞的花朵，等待尽情绽放；青春是展翅的雏鹰，向往辽阔天空。,
梦想,梦想是石，敲出星星之火；梦想是火，点燃熄灭的灯；梦想是灯，照亮前行的路；梦想是路，引你走到黎明。,
一句话的力量,一句话，可以温暖一颗冰冷的心；一句话，可以点燃一个熄灭的希望；一句话，可以改变一个人的一生。,
心灵之美,比大地更广阔的是海洋，比海洋更广阔的是天空，比天空更广阔的是人的心灵。,
路,走自己的路，让别人说去吧；走好脚下的路，抬头看天；走出一条路，给后来人指方向。,
水滴石穿,一滴水，力量虽小，但坚持不懈就能滴穿石头；一个人，力量虽小，但持之以恒就能创造奇迹。,
树,一棵树，是鸟儿的家；一片林，是动物的家；满山绿，是我们共同的家。,
学会欣赏,学会欣赏春天的花，你就会懂得希望；学会欣赏夏天的雨，你就会懂得激情；学会欣赏秋天的叶，你就会懂得奉献；学会欣赏冬天的雪，你就会懂得纯洁。,
自信的自己,我相信自己，因为我是独一无二的；我相信努力，因为它会创造奇迹；我相信未来，因为明天会更好。,
发现美,美在春天的花朵里，美在夏天的星空里，美在秋天的落叶里，美在冬天的雪花里，美在我们的眼睛里。,
努力的意义,努力不是为了别人，而是为了让自己有更多的选择；努力不是为了炫耀，而是为了遇见更好的自己。,
朋友是什么,朋友是雨中的伞，朋友是雪中的炭，朋友是暗夜里的灯——有你，我不孤单。,
阳光心态,用阳光的心态看世界，处处都是风景；用阳光的心态看生活，天天都是好日子。,
环保,每一滴水都是生命的源泉，每一棵树都是地球的肺，每一朵花都是自然的笑容。保护它们，就是保护我们自己。,
未来,未来的路在前方，梦想的光在远方，而脚下的力量，在今天的每一步里。,
爱,爱是清晨妈妈端来的一杯热牛奶，爱是爸爸深夜为我掖好的被角，爱是老师批改作业时那盏不灭的灯。,
敬畏自然,大自然给我们的启示太多太多——滴水石穿，告诉我们要持之以恒；蚂蚁搬家，告诉我们要未雨绸缪；大雁南飞，告诉我们要团结协作。,
仰望星空,仰望星空，星星在闪烁，那是梦想在眨眼；俯视大地，小草在生长，那是希望在发芽。,
心中有光,心中有光，再暗的路也能走下去；心中有爱，再冷的日子也能暖起来；心中有梦，再难的事也能做成。,
尾声,故事有结尾，但成长没有句号；旅途有终点，但梦想没有边界。让我们带着勇气，走向更远的地方。,
