group,sentence,source
描写自然现象,太阳公公露出了笑脸，把温暖洒向大地。,
描写自然现象,小溪弹着琴唱着歌，欢快地向前奔跑。,
描写自然现象,"雨点儿在窗户上跳舞，发出""滴滴答答""的声音。",
描写自然现象,月亮姑娘害羞地躲进了云层里。,
描写自然现象,春风轻轻地吹过，唤醒了沉睡的大地。,
描写自然现象,雷公公敲起了大鼓，吓得乌云赶紧跑开了。,
描写自然现象,太阳是个害羞的小姑娘，遮遮掩掩，躲躲藏藏。,
描写自然现象,夜空中的小星星顽皮地眨着眼睛。,
描写自然现象,宁静的夜晚，只有那天上的星星在窃窃私语。,
描写自然现象,风是调皮的，一会把那朵悠闲的云赶得满天跑，一会儿卷起地上的落叶，让她们打着旋舞蹈。,
描写自然现象,秋天迈着沉稳的脚步款款地向我们走来，又悄无声息地走开。,
描写自然现象,巨浪伸出双臂把我猛地托起。,
描写自然现象,溪水唱着歌，欢快地向前奔跑。,
描写自然现象,太阳出来了，月亮就回家休息了。,
描写自然现象,月亮一露面，满天的星星惊散了。,
描写自然现象,霜花在清晨的窗户上绽放出美丽的图案，像一位神奇的画家。,
描写自然现象,雾把整个城市藏了起来，楼房、街道都成了它捉迷藏的伙伴。,
描写自然现象,春天迈着轻盈的脚步走过来，她走到哪里，哪里就开满了花。,
描写自然现象,晚霞像打翻了的颜料盘，把半边天空染成了玫瑰色。,
描写自然现象,雪花迈着优雅的舞步从天而降，一朵一朵，像天空写给大地最温柔的信。,
描写自然现象,"清晨的露珠在草叶上打滚儿，一不小心滚落下来，""啪嗒""一声，叫醒了整个早晨。",
描写自然现象,春天把冬天关在门外，轻轻一推，满世界就绿了。,
描写自然现象,云朵在天上悠闲地散步，有时候撞在一起，就变成了乌云，哇哇大哭起来。,
描写自然现象,彩虹偷偷地爬上天际，像一座七彩的桥，等着勇敢的孩子走过去。,
描写自然现象,春风是个淘气的孩子，他用温暖的手捏了捏树枝，树枝就冒出了嫩芽。,
描写自然现象,海浪不知疲倦地拍打着沙滩，像在唱一首永远唱不完的歌。,
描写物品,"闹钟不知疲倦地走着，""滴答滴答""地提醒我珍惜时间。",
描写物品,路灯像一个忠诚的卫士，默默地守护着夜归的人们。,
描写物品,桌子上的台灯低着头，默默地为小主人照亮书本。,
描写物品,书包张着大嘴，把所有的课本都吞进了肚子里。,
描写物品,橡皮擦一天天瘦下去，它把生命都献给了小主人的学习。,
描写物品,蜡烛上的火光欢快地舞蹈着。,
描写物品,蜡烛默默地哭泣着，流下了滚烫的泪水。,
描写物品,我的钢笔喝饱了墨水，在纸上快乐地跑来跑去。,
描写物品,粉笔在黑板上跳着舞，留下一行行白色的足迹。,
描写物品,凳子被调皮的同学摇得吱吱嘎嘎地叫苦。,
描写物品,墙上的时钟迈着不紧不慢的步伐，一圈一圈地走着。,
描写物品,那把旧椅子一坐上去就吱吱呀呀地诉说着它的老故事。,
描写物品,大树的影子在月光下不停地变幻，像个玩捉迷藏的孩子。,
描写物品,风筝在天空中自由地飞翔，挣脱了线的束缚，去寻找属于自己的天空。,
描写物品,那本书安静地躺在书架上，像一个等待被唤醒的老朋友。,
描写物品,钢琴的黑白键在指尖下流淌出美妙的旋律，仿佛是一群活泼的小精灵在跳舞。,
描写物品,风铃在窗前叮叮当当地响了，那是风在轻声哼着摇篮曲。,
描写物品,落叶在小路上打着旋儿，像在跳一支离别的圆舞曲。,
描写物品,老井静静地蹲在村口，它的眼睛映着天光云影，肚子里装满了村庄的秘密。,
描写物品,小花伞在雨中转着圈，水珠飞出去，像给雨姑娘戴上了一串钻石项链。,
