group,sentence,source
友情亲情,独学而无友，则孤陋而寡闻。,《礼记》
友情亲情,朋友切切思思，兄弟怡怡。,孔子
友情亲情,相见时难别亦难，东风无力百花残。,李商隐
友情亲情,浮云游子意，落日故人情。,李白
友情亲情,我寄愁心与明月，随君直到夜郎西。,李白
友情亲情,劝君更尽一杯酒，西出阳关无故人。,王维
友情亲情,莫愁前路无知己，天下谁人不识君。,高适
友情亲情,儿行千里母担忧。,谚语
立志报国,为中华之崛起而读书。,周恩来
立志报国,志当存高远。,诸葛亮
立志报国,生当作人杰，死亦为鬼雄。,李清照
立志报国,三军可夺帅也，匹夫不可夺志也。,孔子
立志报国,老骥伏枥，志在千里。,曹操
立志报国,穷且益坚，不坠青云之志。,王勃
立志报国,燕雀安知鸿鹄之志哉！,陈涉
立志报国,黄沙百战穿金甲，不破楼兰终不还。,王昌龄
立志报国,愿得此身长报国，何须生入玉门关。,戴叔伦
立志报国,先天下之忧而忧，后天下之乐而乐。,范仲淹
意志磨练,天行健，君子以自强不息。,《周易》
意志磨练,不鸣则已，一鸣惊人。,司马迁
意志磨练,行百里者半九十。,《战国策》
意志磨练,志之所趋，无远弗届；穷山距海，不能限也。,《格言联璧》
意志磨练,古之立大事者，不惟有超世之才，亦必有坚忍不拔之志。,苏轼
意志磨练,故天将降大任于是人也，必先苦其心志，劳其筋骨，饿其体肤。,孟子
求知实践,实践是检验真理的唯一标准。,
求知实践,书籍是全世界的营养品。,莎士比亚
求知实践,读一本好书，就像和许多高尚的人谈话。,歌德
求知实践,书籍是人类进步的阶梯。,高尔基
求知实践,书犹药也，善读之可以医愚。,刘向
求知实践,学然后知不足，教然后知困。,《礼记》
求知实践,知不足者好学，耻下问者自满。,林逋
劳动奉献,锄禾日当午，汗滴禾下土。谁知盘中餐，粒粒皆辛苦。,李绅
劳动奉献,劳动是世界上一切欢乐的源泉。,高尔基
劳动奉献,春种一粒粟，秋收万颗子。,李绅
劳动奉献,采得百花成蜜后，为谁辛苦为谁甜。,罗隐
劳动奉献,落红不是无情物，化作春泥更护花。,龚自珍
乐观自信,天生我材必有用。,李白
乐观自信,会当凌绝顶，一览众山小。,杜甫
乐观自信,仰天大笑出门去，我辈岂是蓬蒿人。,李白
乐观自信,山穷水复疑无路，柳暗花明又一村。,陆游
乐观自信,海阔凭鱼跃，天高任鸟飞。,《古今诗话》
乐观自信,大鹏一日同风起，扶摇直上九万里。,李白
乐观自信,不管风吹浪打，胜似闲庭信步。,毛泽东
乐观自信,自信人生二百年，会当水击三千里。,毛泽东
